Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure
Myanmar,Youth population from 15 to 24,Male,2021,4631.314,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2022,4623.98,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2023,4616.455,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2005,2650.207,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2006,2711.367,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2007,2770.301,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2008,2830.493,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2009,2890.653,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2010,2948.44,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2011,2999.344,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2012,3038.184,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2013,3068.408,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2014,3095.858,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2015,3123.805,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2016,3153.82,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2017,3179.951,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2018,3193.115,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2019,3194.57,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2020,3205.892,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2021,3224.269,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2022,3211.918,Thousands,Persons
Nepal,Youth population from 15 to 24,Female,2023,3171.814,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2005,2569.748,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2006,2579.514,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2007,2587.523,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2008,2600.867,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2009,2619.569,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2010,2644.517,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2011,2664.198,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2012,2668.992,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2013,2668.602,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2014,2679.209,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2015,2715.604,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2016,2785.132,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2017,2868.773,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2018,2937.488,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2019,2990.136,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2020,3071.579,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2021,3173.788,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2022,3215.577,Thousands,Persons
Nepal,Youth population from 15 to 24,Male,2023,3201.623,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2005,261.471,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2006,265.007,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2007,266.849,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2008,266.834,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2009,264.827,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2010,269.071,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2011,277.036,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2012,277.363,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2013,271.654,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2014,264.927,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2015,259.986,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2016,257.456,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2017,256.851,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2018,256.31,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2019,254.083,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2020,251.401,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2021,250.873,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2022,253.834,Thousands,Persons
Oman,Youth population from 15 to 24,Female,2023,260.608,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2005,319.935,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2006,336.495,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2007,346.289,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2008,348.142,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2009,342.105,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2010,365.857,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2011,407.665,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2012,416.559,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2013,397.355,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2014,372.663,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2015,365.745,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2016,375.108,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2017,375.692,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2018,359.259,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2019,335.988,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2020,313.72,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2021,308.247,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2022,308.13,Thousands,Persons
Oman,Youth population from 15 to 24,Male,2023,304.046,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2005,17291.469,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2006,17809.173,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2007,18316.366,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2008,18795.831,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2009,19262.696,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2010,19722.206,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2011,20112.938,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2012,20379.199,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2013,20552.827,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2014,20699.339,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2015,20883.861,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2016,21117.025,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2017,21398.697,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2018,21746.733,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2019,22110.32,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2020,22491.104,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2021,22889.588,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2022,23313.573,Thousands,Persons
Pakistan,Youth population from 15 to 24,Female,2023,23759.797,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2005,18331.753,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2006,18911.552,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2007,19467.584,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2008,19990.64,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2009,20505.036,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2010,21012.638,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2011,21452.229,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2012,21769.666,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2013,21987.625,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2014,22169.03,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2015,22272.345,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2016,22320.491,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2017,22472.73,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2018,22751.749,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2019,23072.199,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2020,23457.923,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2021,23895.676,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2022,24374.533,Thousands,Persons
Pakistan,Youth population from 15 to 24,Male,2023,24886.227,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2005,8129.212,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2006,8269.304,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2007,8435.958,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2008,8609.817,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2009,8772.367,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2010,8929.568,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2011,9091.877,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2012,9253.746,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2013,9399.805,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2014,9533.687,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2015,9674.597,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2016,9800.343,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2017,9896.462,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2018,9981.249,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2019,10063.239,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2020,10146.329,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2021,10226.698,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2022,10307.9,Thousands,Persons
Philippines,Youth population from 15 to 24,Female,2023,10398.538,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2005,8420.642,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2006,8592.943,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2007,8781.855,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2008,8951.994,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2009,9097.867,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2010,9255.164,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2011,9432.403,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2012,9607.384,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2013,9761.76,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2014,9905.629,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2015,10072.562,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2016,10232.157,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2017,10355.565,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2018,10467.665,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2019,10583.098,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2020,10706.237,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2021,10828.135,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2022,10948.105,Thousands,Persons
Philippines,Youth population from 15 to 24,Male,2023,11072.16,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2005,44.12,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2006,47.769,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2007,51.261,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2008,55.751,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2009,61.032,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2010,65.473,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2011,68.636,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2012,70.127,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2013,72.484,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2014,75.908,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2015,77.522,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2016,80.032,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2017,83.074,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2018,83.891,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2019,86.243,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2020,78.731,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2021,68.556,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2022,73.141,Thousands,Persons
Qatar,Youth population from 15 to 24,Female,2023,83.406,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2005,83.535,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2006,123.681,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2007,166.761,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2008,203.189,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2009,214.071,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2010,203.837,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2011,207.829,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2012,220.282,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2013,233.544,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2014,252.394,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2015,269.74,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2016,284.893,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2017,287.51,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2018,272.353,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2019,246.35,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2020,193.607,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2021,139.072,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2022,120.96,Thousands,Persons
Qatar,Youth population from 15 to 24,Male,2023,121.866,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2005,3349.035,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2006,3259.429,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2007,3193.003,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2008,3153.922,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2009,3135.061,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2010,3132.878,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2011,3149.624,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2012,3176.381,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2013,3193.849,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2014,3192.001,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2015,3175.474,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2016,3148.577,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2017,3092.177,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2018,3011.381,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2019,2923.756,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2020,2812.514,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2021,2690.235,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2022,2585.778,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Female,2023,2495.26,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2005,3672.355,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2006,3594.678,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2007,3541.662,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2008,3522.131,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2009,3524.289,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2010,3541.318,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2011,3567.247,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2012,3591.559,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2013,3602.128,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2014,3591.211,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2015,3565.624,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2016,3527.559,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2017,3452.005,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2018,3342.421,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2019,3220.865,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2020,3075.587,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2021,2923.555,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2022,2798.206,Thousands,Persons
Republic of Korea,Youth population from 15 to 24,Male,2023,2691.49,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2005,11966.743,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2006,11794.208,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2007,11554.462,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2008,11176.699,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2009,10732.989,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2010,10289.474,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2011,9771.285,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2012,9175.538,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2013,8596.3,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2014,8065.925,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2015,7598.47,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2016,7247.495,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2017,7026.186,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2018,6939.654,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2019,6932.703,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2020,6948.318,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2021,6992.471,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2022,7146.014,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Female,2023,7317.117,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2005,12238.77,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2006,12041.043,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2007,11781.436,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2008,11404.469,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2009,10982.882,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2010,10593.518,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2011,10122.236,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2012,9534.317,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2013,8957.254,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2014,8426.636,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2015,7949.351,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2016,7582.368,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2017,7347.984,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2018,7256.552,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2019,7242.212,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2020,7249.579,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2021,7289.444,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2022,7441.905,Thousands,Persons
Russian Federation,Youth population from 15 to 24,Male,2023,7619.602,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2005,2014.286,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2006,2159.332,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2007,2286.47,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2008,2388.09,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2009,2465.035,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2010,2510.673,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2011,2528.037,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2012,2535.949,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2013,2539.329,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2014,2536.53,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2015,2498.474,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2016,2445.135,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2017,2472.452,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2018,2554.62,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2019,2624.157,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2020,2597.537,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2021,2543.584,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2022,2575.659,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Female,2023,2631.815,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2005,2242.559,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2006,2413.54,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2007,2564.604,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2008,2686.666,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2009,2779.2,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2010,2803.158,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2011,2755.119,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2012,2699.838,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2013,2662.592,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2014,2639.577,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2015,2603.084,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2016,2568.677,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2017,2631.59,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2018,2761.169,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2019,2868.277,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2020,2788.721,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2021,2651.29,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2022,2663.027,Thousands,Persons
Saudi Arabia,Youth population from 15 to 24,Male,2023,2715.252,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2005,287.071,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2006,299.524,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2007,313.438,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2008,326.396,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2009,338.306,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2010,347.668,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2011,352.875,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2012,355.637,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2013,358.005,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2014,359.839,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2015,359.115,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2016,354.187,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2017,345.917,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2018,335.589,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2019,323.946,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2020,311.402,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2021,298.588,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2022,287.491,Thousands,Persons
Singapore,Youth population from 15 to 24,Female,2023,278.402,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2005,314.095,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2006,330.896,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2007,350.426,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2008,370.113,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2009,389.726,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2010,405.476,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2011,413.889,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2012,418.916,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2013,424.822,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2014,431.339,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2015,434.163,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2016,428.881,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2017,416.889,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2018,400.988,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2019,382.458,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2020,362.703,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2021,342.737,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2022,323.536,Thousands,Persons
Singapore,Youth population from 15 to 24,Male,2023,306.045,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2005,1714.901,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2006,1693.88,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2007,1680.189,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2008,1673.171,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2009,1669.739,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2010,1668.412,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2011,1671.463,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2012,1669.3,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2013,1658.807,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2014,1648.735,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2015,1641.438,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2016,1635.608,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2017,1629.116,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2018,1625.85,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2019,1627.295,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2020,1633.167,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2021,1643.551,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2022,1658.487,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Female,2023,1674.631,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2005,1716.504,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2006,1680.301,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2007,1652.14,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2008,1632.528,Thousands,Persons
